Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Revenue
11360,2025-02-07,Desk Lamp,Furniture,East,7,3826,26782
11361,2025-03-21,Hard Disk,Electronics,Central,4,13854,55416
11362,2025-05-01,Keyboard,Accessories,South,4,2775,11100
11363,2025-01-03,Hard Disk,Electronics,West,3,7726,23178
11364,2024-05-17,Monitor,Electronics,North,2,30246,60492
11365,2024-05-27,Laptop,Electronics,West,7,53898,377286
11366,2024-05-20,Printer,Electronics,West,8,20949,167592
11367,2024-07-03,Office Chair,Furniture,West,9,17897,161073
11368,2025-04-05,Gaming Chair,Furniture,West,6,12397,74382
11369,2025-03-10,Keyboard,Accessories,Central,1,2867,2867
11370,2024-08-30,Microphone,Accessories,Central,5,7931,39655
11371,2025-08-13,Gaming Chair,Furniture,East,1,6240,6240
11372,2025-05-09,Desk Lamp,Furniture,East,2,4444,8888
11373,2024-05-25,Printer,Electronics,Central,5,22235,111175
11374,2024-03-21,Power Bank,Accessories,Central,10,1424,14240
11375,2025-04-28,Tablet,Electronics,North,9,47986,431874
11376,2025-09-19,Speaker,Accessories,North,6,10265,61590
11377,2025-04-25,Laptop,Electronics,West,9,75751,681759
11378,2024-12-05,Desk Lamp,Furniture,West,6,2913,17478
11379,2024-06-20,Speaker,Accessories,North,10,13778,137780
11380,2025-07-31,Speaker,Accessories,East,1,11810,11810
11381,2025-08-15,Microphone,Accessories,South,10,2045,20450
11382,2025-10-01,Speaker,Accessories,North,5,9442,47210
11383,2024-05-09,Printer,Electronics,Central,2,16104,32208
11384,2024-05-15,Smartwatch,Accessories,Central,5,11018,55090
11385,2024-01-15,Smartwatch,Accessories,North,10,7721,77210
11386,2024-06-03,Desk Lamp,Furniture,West,6,1936,11616
11387,2025-12-18,Smartwatch,Accessories,South,8,7924,63392
11388,2024-02-03,Power Bank,Accessories,East,2,1888,3776
11389,2024-06-06,Office Chair,Furniture,West,7,16555,115885
11390,2025-11-07,Tablet,Electronics,West,3,23818,71454
11391,2024-12-19,Desk Lamp,Furniture,North,5,1450,7250
11392,2024-06-20,Mobile,Electronics,West,7,43210,302470
11393,2025-05-02,Speaker,Accessories,Central,4,7722,30888
11394,2025-04-30,Hard Disk,Electronics,East,3,11690,35070
11395,2024-01-13,Router,Electronics,East,8,7458,59664
11396,2025-06-26,Webcam,Accessories,North,2,5352,10704
11397,2025-03-18,SSD,Electronics,Central,5,7488,37440
11398,2024-09-30,Smartwatch,Accessories,North,5,23441,117205
11399,2025-02-04,Desk Lamp,Furniture,West,4,2096,8384
11400,2024-12-11,Power Bank,Accessories,South,6,786,4716
11401,2024-03-10,Laptop,Electronics,North,7,51402,359814
11402,2024-04-16,Power Bank,Accessories,West,6,2497,14982
11403,2024-09-14,Speaker,Accessories,South,1,1888,1888
11404,2024-04-04,Office Chair,Furniture,North,10,11104,111040
11405,2025-10-15,Office Chair,Furniture,North,2,6830,13660
11406,2024-05-13,Office Chair,Furniture,West,10,10054,100540
11407,2025-12-13,Headphones,Accessories,South,5,3413,17065
11408,2025-11-07,Projector,Electronics,North,8,51226,409808
11409,2025-12-09,Router,Electronics,East,5,3853,19265
11410,2024-10-10,Printer,Electronics,North,7,19733,138131
11411,2024-03-02,Webcam,Accessories,East,5,2457,12285
11412,2024-03-12,Projector,Electronics,West,4,66463,265852
11413,2025-10-22,Keyboard,Accessories,West,2,1089,2178
11414,2025-03-17,Gaming Chair,Furniture,South,10,26080,260800
11415,2025-03-28,Headphones,Accessories,East,2,1285,2570
11416,2024-03-13,Printer,Electronics,Central,5,21610,108050
11417,2025-05-24,Laptop,Electronics,South,1,47479,47479
11418,2024-09-29,Hard Disk,Electronics,South,6,9411,56466
11419,2024-01-04,Desk Lamp,Furniture,Central,8,4416,35328
11420,2025-02-17,Router,Electronics,North,9,4900,44100
11421,2025-01-28,Laptop,Electronics,West,2,82174,164348
11422,2025-01-02,Gaming Chair,Furniture,East,5,18127,90635
11423,2025-10-09,Mobile,Electronics,North,6,47037,282222
11424,2024-03-23,Webcam,Accessories,West,5,6306,31530
11425,2024-06-29,Mouse,Accessories,Central,1,1873,1873
11426,2024-11-02,Mouse,Accessories,West,2,1771,3542
11427,2024-03-27,Microphone,Accessories,West,4,3492,13968
11428,2024-07-16,Mobile,Electronics,North,10,27629,276290
11429,2025-02-02,Microphone,Accessories,North,9,11741,105669
11430,2025-05-26,Speaker,Accessories,Central,8,1768,14144
11431,2024-12-13,Mobile,Electronics,North,6,63627,381762
11432,2025-02-19,Mobile,Electronics,North,4,64894,259576
11433,2025-04-14,Power Bank,Accessories,Central,3,2608,7824
11434,2024-02-07,Printer,Electronics,South,8,7624,60992
11435,2025-09-25,Microphone,Accessories,North,4,11829,47316
11436,2024-01-15,Monitor,Electronics,South,1,19070,19070
11437,2025-04-12,Headphones,Accessories,Central,3,7843,23529
11438,2024-03-06,Desk Lamp,Furniture,North,2,4572,9144
11439,2025-09-22,Office Chair,Furniture,South,2,10640,21280
11440,2024-12-11,Router,Electronics,West,6,3179,19074
11441,2025-07-12,Desk Lamp,Furniture,South,6,2246,13476
11442,2025-08-30,Mobile,Electronics,South,6,16143,96858
11443,2024-10-07,Headphones,Accessories,South,7,2376,16632
11444,2025-07-20,SSD,Electronics,South,8,5991,47928
11445,2024-02-11,Desk Lamp,Furniture,South,2,3581,7162
11446,2024-01-17,Keyboard,Accessories,West,2,526,1052
11447,2024-07-02,Laptop,Electronics,North,10,63594,635940
11448,2025-12-11,Router,Electronics,West,3,4577,13731
11449,2025-10-17,Monitor,Electronics,East,9,23759,213831
11450,2024-09-01,Router,Electronics,South,10,1816,18160
11451,2024-07-03,Office Chair,Furniture,West,10,6884,68840
11452,2024-12-22,Speaker,Accessories,West,1,10637,10637
11453,2024-07-15,Tablet,Electronics,North,9,16270,146430
11454,2025-01-05,Office Chair,Furniture,Central,9,11185,100665
11455,2025-10-03,Projector,Electronics,South,5,21955,109775
11456,2024-04-25,Mouse,Accessories,South,8,2337,18696
11457,2024-06-12,Keyboard,Accessories,North,1,3141,3141
11458,2024-10-18,SSD,Electronics,South,7,6118,42826
11459,2025-09-23,Webcam,Accessories,West,1,1855,1855
11460,2025-07-04,Mobile,Electronics,South,3,63478,190434
11461,2025-05-11,Laptop,Electronics,Central,2,49643,99286
11462,2025-03-31,Tablet,Electronics,Central,10,31362,313620
11463,2024-07-22,Router,Electronics,East,4,3004,12016
11464,2024-08-21,Webcam,Accessories,North,4,4379,17516
11465,2025-01-19,Mouse,Accessories,South,2,2229,4458
11466,2025-05-11,Desk Lamp,Furniture,North,7,1687,11809
11467,2025-09-16,Mouse,Accessories,West,3,1886,5658
11468,2024-05-19,SSD,Electronics,West,4,7875,31500
11469,2024-07-26,Smartwatch,Accessories,East,3,3051,9153
11470,2024-03-02,Desk Lamp,Furniture,East,3,1410,4230
11471,2025-04-14,Projector,Electronics,West,3,60033,180099
11472,2024-10-29,Tablet,Electronics,Central,3,21136,63408
11473,2025-07-20,Desk Lamp,Furniture,South,2,3872,7744
11474,2025-05-15,Power Bank,Accessories,South,10,4578,45780
11475,2024-10-12,Projector,Electronics,North,7,47329,331303
11476,2024-12-01,Tablet,Electronics,West,10,24575,245750
11477,2024-06-01,Desk Lamp,Furniture,Central,1,3922,3922
11478,2024-02-11,Mobile,Electronics,West,9,14203,127827
11479,2025-06-27,Router,Electronics,West,8,2805,22440
11480,2025-05-22,Projector,Electronics,South,2,88202,176404
11481,2025-12-10,Laptop,Electronics,West,4,53697,214788
11482,2024-10-29,SSD,Electronics,South,2,2260,4520
11483,2025-11-16,Microphone,Accessories,East,3,8724,26172
11484,2025-08-20,Desk Lamp,Furniture,North,8,4299,34392
11485,2025-12-21,Monitor,Electronics,West,3,34882,104646
11486,2025-10-03,SSD,Electronics,West,1,3158,3158
11487,2025-12-08,Hard Disk,Electronics,East,9,3535,31815
11488,2025-03-12,Speaker,Accessories,East,10,10387,103870
11489,2024-07-31,Desk Lamp,Furniture,North,10,3250,32500
11490,2025-06-11,Mobile,Electronics,East,1,19272,19272
11491,2025-01-09,Hard Disk,Electronics,West,10,3669,36690
11492,2025-01-10,SSD,Electronics,South,9,3097,27873
11493,2025-12-27,Gaming Chair,Furniture,South,3,15974,47922
11494,2025-07-06,Tablet,Electronics,North,8,48018,384144
11495,2024-08-18,Mouse,Accessories,East,6,1395,8370
11496,2025-11-27,Power Bank,Accessories,West,5,1146,5730
11497,2025-01-16,Printer,Electronics,East,8,22932,183456
11498,2025-06-23,Power Bank,Accessories,North,8,3094,24752
11499,2025-09-27,Projector,Electronics,East,2,39687,79374
11500,2024-03-30,Projector,Electronics,North,7,38437,269059
11501,2024-03-19,Speaker,Accessories,North,3,6021,18063
11502,2025-12-14,Headphones,Accessories,South,8,2232,17856
11503,2025-06-17,Mouse,Accessories,North,5,2006,10030
11504,2024-05-15,Gaming Chair,Furniture,West,6,18766,112596
11505,2025-10-22,Projector,Electronics,North,5,39780,198900
11506,2024-01-23,Printer,Electronics,South,9,18006,162054
11507,2025-08-15,Router,Electronics,East,6,9165,54990
11508,2025-11-12,Desk Lamp,Furniture,Central,9,4147,37323
11509,2024-11-07,Projector,Electronics,Central,3,55172,165516
11510,2024-09-23,Keyboard,Accessories,South,8,2023,16184
11511,2024-02-18,Speaker,Accessories,South,6,6159,36954
11512,2024-06-19,Projector,Electronics,Central,3,85165,255495
11513,2024-07-05,Speaker,Accessories,South,3,4141,12423
11514,2024-04-29,Tablet,Electronics,North,6,47652,285912
11515,2025-03-27,Monitor,Electronics,East,6,15045,90270
11516,2025-07-29,Mouse,Accessories,North,6,1708,10248
11517,2025-01-16,Monitor,Electronics,West,9,14327,128943
11518,2024-11-04,Gaming Chair,Furniture,North,1,18256,18256
11519,2024-05-28,Microphone,Accessories,West,6,3756,22536
11520,2025-07-13,Laptop,Electronics,Central,6,64369,386214
11521,2024-10-23,Microphone,Accessories,Central,3,10460,31380
11522,2024-12-12,Projector,Electronics,North,8,20253,162024
11523,2025-11-25,Monitor,Electronics,Central,2,19095,38190
11524,2025-02-15,Laptop,Electronics,Central,4,74227,296908
11525,2024-04-04,SSD,Electronics,East,1,11963,11963
11526,2025-08-20,Mouse,Accessories,Central,4,1438,5752
11527,2024-01-24,Mouse,Accessories,North,9,2124,19116
11528,2025-06-08,Printer,Electronics,West,4,23071,92284
11529,2025-09-09,Webcam,Accessories,Central,9,1459,13131
11530,2025-02-11,SSD,Electronics,South,7,8056,56392
11531,2025-01-16,Hard Disk,Electronics,North,5,8651,43255
11532,2024-11-11,SSD,Electronics,West,9,3435,30915
11533,2025-03-30,Mouse,Accessories,West,8,1482,11856
11534,2025-03-10,Keyboard,Accessories,West,3,3922,11766
11535,2025-09-04,Desk Lamp,Furniture,North,3,2202,6606
11536,2025-05-01,Speaker,Accessories,Central,6,2583,15498
11537,2025-01-19,Desk Lamp,Furniture,North,1,3854,3854
11538,2025-02-28,Smartwatch,Accessories,South,9,17142,154278
11539,2024-05-20,Desk Lamp,Furniture,South,3,3627,10881
11540,2025-07-21,Speaker,Accessories,West,1,14980,14980
11541,2025-08-22,Speaker,Accessories,East,8,10663,85304
11542,2024-08-17,Projector,Electronics,North,1,35188,35188
11543,2024-11-03,Smartwatch,Accessories,West,2,23424,46848
11544,2025-03-03,Speaker,Accessories,South,8,12769,102152
11545,2024-01-30,Tablet,Electronics,North,5,42312,211560
11546,2025-09-05,Printer,Electronics,East,10,22744,227440
11547,2025-03-22,Desk Lamp,Furniture,East,8,1479,11832
11548,2025-06-08,SSD,Electronics,Central,1,6252,6252
11549,2025-08-18,Keyboard,Accessories,North,3,1809,5427
11550,2025-12-10,Projector,Electronics,South,6,36405,218430
11551,2024-10-06,Mobile,Electronics,East,7,53697,375879
11552,2024-02-19,SSD,Electronics,East,5,10677,53385
11553,2025-06-10,Printer,Electronics,South,3,10096,30288
11554,2024-06-20,Office Chair,Furniture,Central,6,14361,86166
11555,2024-10-04,Speaker,Accessories,East,2,10255,20510
11556,2024-12-26,Desk Lamp,Furniture,South,1,1621,1621
11557,2024-10-15,Power Bank,Accessories,East,8,4075,32600
11558,2024-06-15,Webcam,Accessories,North,4,2266,9064
11559,2024-08-14,Power Bank,Accessories,South,9,1633,14697
11560,2025-04-16,Router,Electronics,North,2,3350,6700
11561,2025-05-06,Laptop,Electronics,East,5,68761,343805
11562,2025-03-28,Monitor,Electronics,Central,9,34021,306189
11563,2024-06-25,Webcam,Accessories,East,1,1971,1971
11564,2024-05-11,Tablet,Electronics,South,4,30147,120588
11565,2024-08-02,Monitor,Electronics,South,2,22920,45840
11566,2024-03-20,Headphones,Accessories,North,8,7204,57632
11567,2024-02-13,Router,Electronics,South,2,1737,3474
11568,2025-08-30,Power Bank,Accessories,North,8,1674,13392
11569,2024-02-14,Smartwatch,Accessories,North,5,23875,119375
11570,2024-04-08,Laptop,Electronics,North,10,58461,584610
11571,2024-07-23,Desk Lamp,Furniture,South,6,739,4434
11572,2024-05-29,Printer,Electronics,East,10,18397,183970
11573,2024-06-13,SSD,Electronics,Central,10,5962,59620
11574,2025-08-06,Power Bank,Accessories,North,2,814,1628
11575,2024-08-10,Power Bank,Accessories,South,5,2107,10535
11576,2024-01-05,Gaming Chair,Furniture,North,4,21521,86084
11577,2025-01-10,Microphone,Accessories,Central,3,8403,25209
11578,2024-07-04,Headphones,Accessories,East,7,4474,31318
11579,2025-06-10,Mouse,Accessories,South,7,762,5334
11580,2024-05-06,Webcam,Accessories,West,2,5257,10514
11581,2025-05-22,Monitor,Electronics,East,5,27256,136280
11582,2024-03-25,Mobile,Electronics,East,8,19583,156664
11583,2024-10-17,Hard Disk,Electronics,West,10,8111,81110
11584,2024-08-19,Projector,Electronics,Central,7,53088,371616
11585,2024-07-12,Router,Electronics,North,8,7220,57760
11586,2024-01-14,Keyboard,Accessories,West,2,2123,4246
11587,2025-06-19,Projector,Electronics,North,2,33791,67582
11588,2025-02-14,Hard Disk,Electronics,Central,2,5764,11528
11589,2025-01-07,Printer,Electronics,South,6,13562,81372
11590,2025-02-17,Office Chair,Furniture,North,4,17916,71664
11591,2024-10-12,Microphone,Accessories,Central,10,5672,56720
11592,2024-12-30,Hard Disk,Electronics,West,10,9626,96260
11593,2025-06-07,Microphone,Accessories,East,3,8648,25944
11594,2024-05-05,Headphones,Accessories,East,8,5073,40584
11595,2025-10-05,Tablet,Electronics,South,1,16527,16527
11596,2024-03-10,Mobile,Electronics,West,1,23737,23737
11597,2025-09-11,Hard Disk,Electronics,East,3,7960,23880
11598,2025-09-30,Office Chair,Furniture,North,2,21037,42074
11599,2025-04-22,Microphone,Accessories,South,5,9357,46785
11600,2025-05-31,Microphone,Accessories,East,9,6829,61461
11601,2025-07-13,Gaming Chair,Furniture,North,1,19103,19103
11602,2025-01-27,Headphones,Accessories,West,6,7986,47916
11603,2025-03-29,Hard Disk,Electronics,West,1,3538,3538
11604,2025-07-24,Keyboard,Accessories,East,3,2513,7539
11605,2024-05-17,Router,Electronics,East,7,9186,64302
11606,2025-08-05,Headphones,Accessories,West,9,6614,59526
11607,2025-08-08,Gaming Chair,Furniture,West,8,23423,187384
11608,2025-06-02,Keyboard,Accessories,North,7,1578,11046
11609,2025-08-28,Microphone,Accessories,West,10,6979,69790
11610,2024-11-24,Speaker,Accessories,North,1,11174,11174
11611,2024-05-11,Mobile,Electronics,East,6,65054,390324
11612,2024-01-28,Desk Lamp,Furniture,East,7,1297,9079
11613,2024-12-19,Router,Electronics,East,7,6955,48685
11614,2025-11-08,Mobile,Electronics,South,4,27376,109504
11615,2025-08-29,Speaker,Accessories,North,2,6495,12990
11616,2024-12-11,Headphones,Accessories,South,1,5410,5410
11617,2024-02-08,Webcam,Accessories,West,7,5653,39571
11618,2025-03-07,Power Bank,Accessories,East,1,4547,4547
11619,2024-01-23,Desk Lamp,Furniture,East,7,3697,25879
11620,2025-08-09,Webcam,Accessories,North,8,1819,14552
11621,2024-12-10,Mouse,Accessories,West,9,1690,15210
11622,2025-09-21,Keyboard,Accessories,East,6,2285,13710
11623,2025-05-23,Mouse,Accessories,North,9,1176,10584
11624,2024-09-28,Speaker,Accessories,North,5,10896,54480
11625,2024-08-19,Hard Disk,Electronics,Central,2,14758,29516
11626,2024-04-07,Desk Lamp,Furniture,Central,6,2739,16434
11627,2025-08-03,Printer,Electronics,Central,8,20995,167960
11628,2024-12-21,Mouse,Accessories,North,5,2367,11835
11629,2025-03-19,Speaker,Accessories,Central,6,4778,28668
11630,2025-02-15,Router,Electronics,East,10,9643,96430
11631,2025-11-18,Projector,Electronics,Central,3,17438,52314
11632,2024-07-10,Power Bank,Accessories,Central,8,2444,19552
11633,2024-10-01,Projector,Electronics,Central,10,71849,718490
11634,2025-10-03,Desk Lamp,Furniture,North,9,2143,19287
11635,2025-04-18,SSD,Electronics,South,4,4465,17860
11636,2025-03-21,Speaker,Accessories,West,6,2555,15330
11637,2025-02-26,Mouse,Accessories,East,5,957,4785
11638,2025-12-04,Smartwatch,Accessories,Central,4,15299,61196
11639,2024-04-26,Tablet,Electronics,South,4,11815,47260
11640,2024-11-13,Tablet,Electronics,West,8,46688,373504
11641,2025-03-08,Router,Electronics,North,4,3810,15240
11642,2024-05-19,Smartwatch,Accessories,North,5,11102,55510
11643,2024-06-29,Gaming Chair,Furniture,North,8,5652,45216
11644,2024-03-26,Mobile,Electronics,East,10,31528,315280
11645,2025-02-20,Printer,Electronics,East,2,20005,40010
11646,2024-08-29,Monitor,Electronics,North,10,33067,330670
11647,2024-05-03,Power Bank,Accessories,Central,10,2762,27620
11648,2024-04-02,Microphone,Accessories,South,10,3203,32030
11649,2024-12-03,Webcam,Accessories,Central,7,2932,20524
11650,2024-08-11,Router,Electronics,South,2,4069,8138
11651,2024-10-08,Mouse,Accessories,West,7,1341,9387
11652,2024-02-27,Desk Lamp,Furniture,West,9,3569,32121
11653,2024-11-20,Headphones,Accessories,Central,7,4890,34230
11654,2024-10-11,Tablet,Electronics,South,6,41144,246864
11655,2024-11-11,SSD,Electronics,North,10,2570,25700
11656,2025-12-08,Mobile,Electronics,South,5,48223,241115
11657,2024-11-12,Hard Disk,Electronics,East,2,11763,23526
11658,2025-03-29,Tablet,Electronics,West,1,35754,35754
11659,2024-11-04,Smartwatch,Accessories,North,4,11745,46980
11660,2024-06-13,Mouse,Accessories,West,6,1964,11784
11661,2024-10-07,Mobile,Electronics,North,8,42873,342984
11662,2024-12-06,Router,Electronics,West,2,3827,7654
11663,2025-06-02,Smartwatch,Accessories,North,6,15791,94746
11664,2025-07-14,Office Chair,Furniture,East,8,4896,39168
11665,2025-10-18,Mobile,Electronics,South,8,63840,510720
11666,2024-01-04,Monitor,Electronics,West,4,29588,118352
11667,2024-11-17,Speaker,Accessories,Central,2,3315,6630
11668,2024-09-12,Keyboard,Accessories,Central,3,3969,11907
11669,2025-12-03,Office Chair,Furniture,West,6,18794,112764
11670,2024-05-16,Microphone,Accessories,East,3,10916,32748
11671,2024-10-15,Webcam,Accessories,South,2,4395,8790
11672,2024-07-05,SSD,Electronics,West,7,11345,79415
11673,2024-01-22,Tablet,Electronics,North,9,24988,224892
11674,2025-04-18,Printer,Electronics,South,5,12529,62645
11675,2025-02-14,Mobile,Electronics,Central,7,51347,359429
11676,2024-06-01,Smartwatch,Accessories,North,6,7574,45444
11677,2024-04-30,Desk Lamp,Furniture,North,9,4064,36576
11678,2025-11-20,Projector,Electronics,West,2,44423,88846
11679,2024-07-14,Mouse,Accessories,East,5,2324,11620
11680,2024-05-13,Hard Disk,Electronics,West,4,12831,51324
11681,2024-10-16,Mouse,Accessories,South,7,1038,7266
11682,2024-05-29,Router,Electronics,North,5,5489,27445
11683,2025-09-24,Tablet,Electronics,West,4,34224,136896
11684,2025-12-01,Desk Lamp,Furniture,West,2,584,1168
11685,2024-05-16,Microphone,Accessories,East,7,4676,32732
11686,2025-12-26,Hard Disk,Electronics,West,10,7198,71980
11687,2024-04-07,Printer,Electronics,Central,1,8707,8707
11688,2024-08-28,Webcam,Accessories,West,6,5967,35802
11689,2025-12-27,Office Chair,Furniture,North,1,12311,12311
11690,2025-09-26,Power Bank,Accessories,West,5,3933,19665
11691,2024-05-15,SSD,Electronics,Central,1,11510,11510
11692,2024-09-23,Keyboard,Accessories,South,9,2518,22662
11693,2025-04-24,Webcam,Accessories,South,2,3599,7198
11694,2025-03-19,Power Bank,Accessories,South,5,1657,8285
11695,2024-02-15,Webcam,Accessories,South,8,3301,26408
11696,2025-03-16,SSD,Electronics,East,5,6321,31605
11697,2024-11-16,Power Bank,Accessories,West,3,3284,9852
11698,2024-06-03,Microphone,Accessories,Central,8,2071,16568
11699,2024-06-01,Mouse,Accessories,North,4,1050,4200
11700,2025-04-26,Mobile,Electronics,East,3,58265,174795
11701,2025-03-22,Projector,Electronics,North,8,20346,162768
11702,2024-12-31,Projector,Electronics,Central,8,74999,599992
11703,2024-04-25,Microphone,Accessories,South,2,6927,13854
11704,2024-07-27,Printer,Electronics,East,3,12514,37542
11705,2024-10-06,Power Bank,Accessories,Central,10,2439,24390
11706,2024-01-05,Desk Lamp,Furniture,Central,10,1979,19790
11707,2024-03-19,Router,Electronics,South,8,2745,21960
11708,2024-01-27,Webcam,Accessories,East,2,4229,8458
11709,2025-08-27,SSD,Electronics,North,6,4519,27114
11710,2024-03-24,Laptop,Electronics,West,8,74756,598048
11711,2025-08-31,Smartwatch,Accessories,North,6,3436,20616
11712,2025-04-08,Office Chair,Furniture,East,10,8237,82370
11713,2024-02-19,Mouse,Accessories,East,6,527,3162
11714,2025-07-14,Printer,Electronics,Central,7,10032,70224
11715,2024-09-18,Hard Disk,Electronics,South,4,9535,38140
11716,2024-01-22,Printer,Electronics,South,3,19730,59190
11717,2024-10-18,Hard Disk,Electronics,South,2,7891,15782
11718,2025-03-18,Microphone,Accessories,East,10,3351,33510
11719,2025-11-12,SSD,Electronics,North,6,10399,62394
11720,2025-05-16,Mouse,Accessories,West,7,2251,15757
11721,2025-07-30,Smartwatch,Accessories,Central,7,4956,34692
11722,2025-01-12,Router,Electronics,Central,3,8312,24936
11723,2024-04-05,Router,Electronics,North,9,6799,61191
11724,2025-11-23,Projector,Electronics,South,3,79922,239766
11725,2025-10-06,Power Bank,Accessories,Central,2,3081,6162
11726,2025-03-23,Projector,Electronics,North,8,54373,434984
11727,2024-05-10,Monitor,Electronics,East,4,26140,104560
11728,2024-10-29,Router,Electronics,Central,1,2453,2453
11729,2025-06-09,Mobile,Electronics,North,9,39847,358623
11730,2024-04-06,Router,Electronics,West,10,5351,53510
11731,2024-09-17,SSD,Electronics,Central,2,10248,20496
11732,2024-04-26,Laptop,Electronics,West,3,56941,170823
11733,2024-02-16,Hard Disk,Electronics,North,7,14540,101780
11734,2024-11-17,Speaker,Accessories,Central,8,13908,111264
11735,2025-09-30,Projector,Electronics,East,6,39535,237210
11736,2024-07-08,Mouse,Accessories,North,10,1362,13620
11737,2025-03-20,Headphones,Accessories,Central,1,1047,1047
11738,2024-04-29,Hard Disk,Electronics,North,3,13744,41232
11739,2025-04-16,Microphone,Accessories,West,10,9174,91740
11740,2025-09-25,Speaker,Accessories,Central,6,12815,76890
11741,2024-11-05,Hard Disk,Electronics,North,3,5213,15639
11742,2024-07-14,Laptop,Electronics,North,1,57335,57335
11743,2024-08-02,Laptop,Electronics,West,3,60845,182535
11744,2025-10-03,Router,Electronics,Central,4,2610,10440
11745,2025-04-19,Speaker,Accessories,South,8,8412,67296
11746,2024-04-29,Laptop,Electronics,South,3,74180,222540
11747,2025-04-27,Microphone,Accessories,North,8,10788,86304
11748,2024-07-25,Tablet,Electronics,East,10,35672,356720
11749,2024-12-07,Mobile,Electronics,North,2,53314,106628
11750,2025-03-01,Router,Electronics,West,10,5964,59640
11751,2025-05-14,Mobile,Electronics,West,8,45643,365144
11752,2025-09-18,Desk Lamp,Furniture,West,4,997,3988
11753,2024-01-20,Power Bank,Accessories,West,10,3287,32870
11754,2024-03-06,Gaming Chair,Furniture,East,7,20510,143570
11755,2025-05-21,Headphones,Accessories,Central,6,4672,28032
11756,2024-01-22,Router,Electronics,South,5,4349,21745
11757,2024-12-18,Microphone,Accessories,West,4,9517,38068
11758,2025-08-24,Tablet,Electronics,East,10,40701,407010
11759,2024-10-27,Monitor,Electronics,West,7,31056,217392
11760,2025-04-28,SSD,Electronics,South,10,5394,53940
11761,2025-12-08,Speaker,Accessories,North,8,3615,28920
11762,2024-07-23,Keyboard,Accessories,South,10,2515,25150
11763,2025-03-01,Headphones,Accessories,West,5,2922,14610
11764,2025-07-24,Mouse,Accessories,North,1,1769,1769
11765,2024-12-31,Smartwatch,Accessories,South,3,18497,55491
11766,2024-03-06,Mobile,Electronics,East,7,19469,136283
11767,2024-08-20,Office Chair,Furniture,North,9,11343,102087
11768,2024-09-21,Microphone,Accessories,East,6,1964,11784
11769,2024-09-30,Gaming Chair,Furniture,South,9,24801,223209
11770,2025-12-24,Headphones,Accessories,North,8,7545,60360
11771,2024-04-23,Projector,Electronics,North,10,28352,283520
11772,2024-02-12,Gaming Chair,Furniture,Central,2,10473,20946
11773,2024-07-29,Headphones,Accessories,East,3,6966,20898
11774,2025-12-26,Speaker,Accessories,West,9,9665,86985
11775,2024-06-06,Headphones,Accessories,East,6,7710,46260
11776,2024-05-05,Monitor,Electronics,South,8,22623,180984
11777,2024-09-08,Laptop,Electronics,West,6,63792,382752
11778,2024-06-24,Power Bank,Accessories,North,5,3750,18750
11779,2025-01-04,Router,Electronics,South,3,9877,29631
11780,2024-08-21,Router,Electronics,South,7,7973,55811
11781,2025-04-14,Router,Electronics,Central,6,1687,10122
11782,2024-05-29,Projector,Electronics,North,9,24120,217080
11783,2024-12-12,Printer,Electronics,East,7,12384,86688
11784,2024-03-03,Router,Electronics,West,1,3673,3673
11785,2024-02-29,Desk Lamp,Furniture,Central,5,3934,19670
11786,2025-11-28,Hard Disk,Electronics,Central,5,14821,74105
11787,2024-12-18,Webcam,Accessories,North,5,5323,26615
11788,2024-05-30,Office Chair,Furniture,West,8,10721,85768
11789,2025-10-01,Gaming Chair,Furniture,Central,8,27854,222832
11790,2025-10-26,SSD,Electronics,West,4,6940,27760
11791,2024-02-07,Printer,Electronics,Central,6,19779,118674
11792,2025-06-16,Monitor,Electronics,Central,5,16003,80015
11793,2025-06-07,Printer,Electronics,Central,5,24083,120415
11794,2025-10-12,Webcam,Accessories,South,1,1228,1228
11795,2025-08-29,Gaming Chair,Furniture,East,4,14959,59836
11796,2025-06-01,Router,Electronics,North,1,7310,7310
11797,2025-10-04,Smartwatch,Accessories,Central,6,6057,36342
11798,2025-10-28,Mobile,Electronics,North,8,31527,252216
11799,2024-01-06,Desk Lamp,Furniture,West,6,2434,14604
11800,2025-08-02,Desk Lamp,Furniture,Central,10,2415,24150
11801,2024-11-02,SSD,Electronics,East,10,4293,42930
11802,2025-06-16,Hard Disk,Electronics,South,2,8371,16742
11803,2025-08-19,Power Bank,Accessories,South,6,4421,26526
11804,2024-05-30,Headphones,Accessories,West,7,1671,11697
11805,2024-03-04,Printer,Electronics,West,3,22605,67815
11806,2025-04-01,Mouse,Accessories,North,6,2455,14730
11807,2025-08-25,Hard Disk,Electronics,Central,9,9468,85212
11808,2025-08-21,Smartwatch,Accessories,West,7,16420,114940
11809,2025-03-02,Microphone,Accessories,South,3,9486,28458
11810,2025-05-11,Monitor,Electronics,West,3,32085,96255
11811,2025-06-25,Power Bank,Accessories,North,4,4430,17720
11812,2024-02-03,Microphone,Accessories,South,9,7251,65259
11813,2025-09-08,Headphones,Accessories,West,2,1990,3980
11814,2025-08-08,SSD,Electronics,East,1,10565,10565
11815,2024-04-30,Monitor,Electronics,East,5,21270,106350
11816,2024-10-28,Speaker,Accessories,West,1,14463,14463
